Date,Player_1,Player_2,Winner,Odd_1,Odd_2,predicted_player_1_wins,player_1_win_probability,predicted_winner,confidence,correct,bet_amount,profit,cumulative_profit,smart_bet_amount,smart_profit,smart_cumulative_profit
2024-12-29,Vukic A.,Goffin D.,Vukic A.,2.0,1.8,0,0.40903914,Goffin D.,0.59096086,False,1,-1.0,-1.0,0,0.0,0.0
2024-12-29,Goffin D.,Vukic A.,Vukic A.,1.8,2.0,1,0.5959749,Goffin D.,0.5959749,False,1,-1.0,-2.0,0,0.0,0.0
2024-12-30,Lehecka J.,Rune H.,Lehecka J.,2.5,1.53,0,0.21465905,Rune H.,0.78534096,False,1,-1.0,-3.0,1,-1.0,-1.0
2024-12-30,Kecmanovic M.,Darderi L.,Kecmanovic M.,1.3,3.5,0,0.43658242,Darderi L.,0.56341755,False,1,-1.0,-4.0,0,0.0,-1.0
2024-12-30,Safiullin R.,Marozsan F.,Marozsan F.,1.5,2.63,0,0.48202035,Marozsan F.,0.5179796,True,1,1.63,-2.37,0,0.0,-1.0
2024-12-30,Tien L.,Norrie C.,Norrie C.,2.2,1.67,0,0.31239843,Norrie C.,0.68760157,True,1,0.6699999999999999,-1.7000000000000002,1,0.6699999999999999,-0.33000000000000007
2024-12-30,Berrettini M.,Thompson J.,Thompson J.,1.5,2.63,0,0.41447812,Thompson J.,0.5855219,True,1,1.63,-0.07000000000000028,0,0.0,-0.33000000000000007
2024-12-30,Jarry N.,Navone M.,Jarry N.,1.36,3.2,1,0.6313726,Jarry N.,0.6313726,True,1,0.3600000000000001,0.2899999999999998,0,0.0,-0.33000000000000007
2024-12-30,Michelsen A.,O Connell C.,Michelsen A.,1.44,2.75,1,0.60365784,Michelsen A.,0.60365784,True,1,0.43999999999999995,0.7299999999999998,0,0.0,-0.33000000000000007
2024-12-30,Tabilo A.,Bonzi B.,Bonzi B.,2.2,1.67,1,0.735457,Tabilo A.,0.735457,False,1,-1.0,-0.27000000000000024,1,-1.0,-1.33
2024-12-30,Nishioka Y.,Rinderknech A.,Nishioka Y.,1.53,2.5,0,0.40076876,Rinderknech A.,0.59923124,False,1,-1.0,-1.2700000000000002,0,0.0,-1.33
2024-12-30,Hanfmann Y.,Dimitrov G.,Dimitrov G.,5.5,1.14,0,0.13600041,Dimitrov G.,0.8639996,True,1,0.1399999999999999,-1.1300000000000003,1,0.1399999999999999,-1.1900000000000002
2024-12-30,Sonego L.,Nakashima B.,Sonego L.,2.38,1.57,0,0.41110182,Nakashima B.,0.5888982,False,1,-1.0,-2.1300000000000003,0,0.0,-1.1900000000000002
2024-12-30,Thompson J.,Berrettini M.,Thompson J.,2.63,1.5,1,0.6764781,Thompson J.,0.6764781,True,1,1.63,-0.5000000000000004,1,1.63,0.4399999999999997
2024-12-30,Darderi L.,Kecmanovic M.,Kecmanovic M.,3.5,1.3,1,0.62077105,Darderi L.,0.62077105,False,1,-1.0,-1.5000000000000004,0,0.0,0.4399999999999997
2024-12-30,Rune H.,Lehecka J.,Lehecka J.,1.53,2.5,1,0.82832277,Rune H.,0.82832277,False,1,-1.0,-2.5000000000000004,1,-1.0,-0.5600000000000003
2024-12-30,Dimitrov G.,Hanfmann Y.,Dimitrov G.,1.14,5.5,1,0.87122875,Dimitrov G.,0.87122875,True,1,0.1399999999999999,-2.3600000000000003,1,0.1399999999999999,-0.4200000000000004
2024-12-30,Nakashima B.,Sonego L.,Sonego L.,1.57,2.38,1,0.6220226,Nakashima B.,0.6220226,False,1,-1.0,-3.3600000000000003,0,0.0,-0.4200000000000004
2024-12-30,Navone M.,Jarry N.,Jarry N.,3.2,1.36,0,0.41739592,Jarry N.,0.58260405,True,1,0.3600000000000001,-3.0,0,0.0,-0.4200000000000004
2024-12-30,O Connell C.,Michelsen A.,Michelsen A.,2.75,1.44,0,0.40336493,Michelsen A.,0.5966351,True,1,0.43999999999999995,-2.56,0,0.0,-0.4200000000000004
2024-12-30,Rinderknech A.,Nishioka Y.,Nishioka Y.,2.5,1.53,1,0.60394114,Rinderknech A.,0.60394114,False,1,-1.0,-3.56,0,0.0,-0.4200000000000004
2024-12-30,Bonzi B.,Tabilo A.,Bonzi B.,1.67,2.2,0,0.22577804,Tabilo A.,0.77422196,False,1,-1.0,-4.5600000000000005,1,-1.0,-1.4200000000000004
2024-12-30,Marozsan F.,Safiullin R.,Marozsan F.,2.63,1.5,0,0.492191,Safiullin R.,0.50780904,False,1,-1.0,-5.5600000000000005,0,0.0,-1.4200000000000004
2024-12-30,Norrie C.,Tien L.,Norrie C.,1.67,2.2,1,0.676475,Norrie C.,0.676475,True,1,0.6699999999999999,-4.890000000000001,1,0.6699999999999999,-0.7500000000000004
2024-12-31,Martinez P.,Passaro F.,Martinez P.,1.8,2.0,1,0.6903043,Martinez P.,0.6903043,True,1,0.8,-4.090000000000001,1,0.8,0.0499999999999996
2024-12-31,Shang J.,Wong C.,Shang J.,1.3,3.5,1,0.71788853,Shang J.,0.71788853,True,1,0.30000000000000004,-3.790000000000001,1,0.30000000000000004,0.34999999999999964
2024-12-31,Diallo G.,Carballes Baena R.,Diallo G.,1.4,3.0,0,0.37852994,Carballes Baena R.,0.6214701,False,1,-1.0,-4.790000000000001,0,0.0,0.34999999999999964
2024-12-31,Wong C.,Shang J.,Shang J.,3.5,1.3,0,0.29229337,Shang J.,0.70770663,True,1,0.30000000000000004,-4.490000000000001,1,0.30000000000000004,0.6499999999999997
2024-12-31,Borges N.,Bu Y.,Borges N.,2.0,1.8,1,0.6753877,Borges N.,0.6753877,True,1,1.0,-3.490000000000001,1,1.0,1.6499999999999997
2024-12-31,Bergs Z.,Moro Canas A.,Bergs Z.,1.44,2.75,1,0.6641641,Bergs Z.,0.6641641,True,1,0.43999999999999995,-3.050000000000001,1,0.43999999999999995,2.09
2024-12-31,Huesler M.A.,Muller A.,Muller A.,1.67,2.2,0,0.33189037,Muller A.,0.66810966,True,1,1.2000000000000002,-1.850000000000001,1,1.2000000000000002,3.29
2024-12-31,Arnaldi M.,Popyrin A.,Arnaldi M.,2.5,1.53,0,0.32134345,Popyrin A.,0.6786566,False,1,-1.0,-2.850000000000001,1,-1.0,2.29
2024-12-31,Walton A.,Tiafoe F.,Tiafoe F.,4.33,1.22,0,0.20805848,Tiafoe F.,0.7919415,True,1,0.21999999999999997,-2.630000000000001,1,0.21999999999999997,2.51
2024-12-31,Hijikata R.,Djokovic N.,Djokovic N.,13.0,1.04,0,0.10128275,Djokovic N.,0.8987172,True,1,0.040000000000000036,-2.5900000000000007,1,0.040000000000000036,2.55
2024-12-31,Monfils G.,Basavareddy N.,Monfils G.,1.62,2.3,1,0.6512138,Monfils G.,0.6512138,True,1,0.6200000000000001,-1.9700000000000006,1,0.6200000000000001,3.17
2024-12-31,Cazaux A.,Lajovic D.,Lajovic D.,3.7,1.27,1,0.6028335,Cazaux A.,0.6028335,False,1,-1.0,-2.9700000000000006,0,0.0,3.17
2024-12-31,Mensik J.,Kukushkin M.,Mensik J.,1.29,3.75,1,0.6459073,Mensik J.,0.6459073,True,1,0.29000000000000004,-2.6800000000000006,0,0.0,3.17
2024-12-31,Davidovich Fokina A.,Munar J.,Munar J.,1.36,3.2,0,0.491121,Munar J.,0.508879,True,1,2.2,-0.4800000000000004,0,0.0,3.17
2024-12-31,Shapovalov D.,Nishikori K.,Nishikori K.,1.53,2.5,1,0.6558238,Shapovalov D.,0.6558238,False,1,-1.0,-1.4800000000000004,1,-1.0,2.17
2024-12-31,Carballes Baena R.,Diallo G.,Diallo G.,3.0,1.4,1,0.6558238,Carballes Baena R.,0.6558238,False,1,-1.0,-2.4800000000000004,1,-1.0,1.17
2024-12-31,Muller A.,Huesler M.A.,Muller A.,2.2,1.67,1,0.67041224,Muller A.,0.67041224,True,1,1.2000000000000002,-1.2800000000000002,1,1.2000000000000002,2.37
2024-12-31,Nishikori K.,Shapovalov D.,Nishikori K.,2.5,1.53,0,0.37122962,Shapovalov D.,0.62877035,False,1,-1.0,-2.2800000000000002,0,0.0,2.37
2024-12-31,Passaro F.,Martinez P.,Martinez P.,2.0,1.8,0,0.34223342,Martinez P.,0.6577666,True,1,0.8,-1.4800000000000002,1,0.8,3.17
2024-12-31,Munar J.,Davidovich Fokina A.,Munar J.,3.2,1.36,1,0.5247211,Munar J.,0.5247211,True,1,2.2,0.72,0,0.0,3.17
2024-12-31,Bu Y.,Borges N.,Borges N.,1.8,2.0,0,0.39378455,Borges N.,0.6062155,True,1,1.0,1.72,0,0.0,3.17
2024-12-31,Moro Canas A.,Bergs Z.,Bergs Z.,2.75,1.44,0,0.38742435,Bergs Z.,0.61257565,True,1,0.43999999999999995,2.16,0,0.0,3.17
2024-12-31,Opelka R.,Gomez F.,Opelka R.,1.5,2.63,0,0.31286058,Gomez F.,0.6871394,False,1,-1.0,1.1600000000000001,1,-1.0,2.17
2024-12-31,Tiafoe F.,Walton A.,Tiafoe F.,1.22,4.33,1,0.8100281,Tiafoe F.,0.8100281,True,1,0.21999999999999997,1.3800000000000001,1,0.21999999999999997,2.3899999999999997
2024-12-31,Kukushkin M.,Mensik J.,Mensik J.,3.75,1.29,0,0.35128638,Mensik J.,0.6487136,True,1,0.29000000000000004,1.6700000000000002,0,0.0,2.3899999999999997
2024-12-31,Lajovic D.,Cazaux A.,Lajovic D.,1.27,3.7,0,0.37782705,Cazaux A.,0.62217295,False,1,-1.0,0.6700000000000002,0,0.0,2.3899999999999997
2024-12-31,Basavareddy N.,Monfils G.,Monfils G.,2.3,1.62,0,0.34542775,Monfils G.,0.65457225,True,1,0.6200000000000001,1.2900000000000003,1,0.6200000000000001,3.01
2024-12-31,Djokovic N.,Hijikata R.,Djokovic N.,1.04,13.0,1,0.8482085,Djokovic N.,0.8482085,True,1,0.040000000000000036,1.3300000000000003,1,0.040000000000000036,3.05
2024-12-31,Popyrin A.,Arnaldi M.,Arnaldi M.,1.53,2.5,1,0.71163255,Popyrin A.,0.71163255,False,1,-1.0,0.3300000000000003,1,-1.0,2.05
2024-12-31,Gomez F.,Opelka R.,Opelka R.,2.63,1.5,1,0.69238096,Gomez F.,0.69238096,False,1,-1.0,-0.6699999999999997,1,-1.0,1.0499999999999998
2025-01-01,Fils A.,Bergs Z.,Fils A.,1.44,2.75,1,0.7161029,Fils A.,0.7161029,True,1,0.43999999999999995,-0.22999999999999976,1,0.43999999999999995,1.4899999999999998
2025-01-01,Nishioka Y.,Lehecka J.,Lehecka J.,3.2,1.36,0,0.2855241,Lehecka J.,0.71447587,True,1,0.3600000000000001,0.13000000000000034,1,0.3600000000000001,1.8499999999999999
2025-01-01,Jarry N.,Bonzi B.,Jarry N.,2.63,1.5,0,0.4955414,Bonzi B.,0.5044586,False,1,-1.0,-0.8699999999999997,0,0.0,1.8499999999999999
2025-01-01,Norrie C.,Sonego L.,Norrie C.,1.57,2.38,0,0.35081598,Sonego L.,0.649184,False,1,-1.0,-1.8699999999999997,0,0.0,1.8499999999999999
2025-01-01,Vukic A.,Dimitrov G.,Dimitrov G.,4.5,1.2,0,0.36707076,Dimitrov G.,0.6329292,True,1,0.19999999999999996,-1.6699999999999997,0,0.0,1.8499999999999999
2025-01-01,Nishikori K.,Khachanov K.,Nishikori K.,2.2,1.67,0,0.27336845,Khachanov K.,0.7266315,False,1,-1.0,-2.67,1,-1.0,0.8499999999999999
2025-01-01,Lehecka J.,Nishioka Y.,Lehecka J.,1.36,3.2,1,0.6048257,Lehecka J.,0.6048257,True,1,0.3600000000000001,-2.3099999999999996,0,0.0,0.8499999999999999
2025-01-01,Bonzi B.,Jarry N.,Jarry N.,1.5,2.63,0,0.28744513,Jarry N.,0.7125549,True,1,1.63,-0.6799999999999997,1,1.63,2.4799999999999995
2025-01-01,Muller A.,Kecmanovic M.,Muller A.,3.0,1.4,0,0.31351107,Kecmanovic M.,0.6864889,False,1,-1.0,-1.6799999999999997,1,-1.0,1.4799999999999995
2025-01-01,Michelsen A.,Thompson J.,Thompson J.,2.2,1.67,0,0.40146554,Thompson J.,0.59853446,True,1,0.6699999999999999,-1.0099999999999998,0,0.0,1.4799999999999995
2025-01-01,Kecmanovic M.,Muller A.,Muller A.,1.4,3.0,0,0.46927354,Muller A.,0.53072643,True,1,2.0,0.9900000000000002,0,0.0,1.4799999999999995
2025-01-01,Khachanov K.,Nishikori K.,Nishikori K.,1.67,2.2,1,0.6676516,Khachanov K.,0.6676516,False,1,-1.0,-0.009999999999999787,1,-1.0,0.47999999999999954
2025-01-01,Dimitrov G.,Vukic A.,Dimitrov G.,1.2,4.5,1,0.794681,Dimitrov G.,0.794681,True,1,0.19999999999999996,0.19000000000000017,1,0.19999999999999996,0.6799999999999995
2025-01-01,Sonego L.,Norrie C.,Norrie C.,2.38,1.57,0,0.33544675,Norrie C.,0.6645533,True,1,0.5700000000000001,0.7600000000000002,1,0.5700000000000001,1.2499999999999996
2025-01-01,Bergs Z.,Fils A.,Fils A.,2.75,1.44,0,0.3307009,Fils A.,0.6692991,True,1,0.43999999999999995,1.2000000000000002,1,0.43999999999999995,1.6899999999999995
2025-01-01,Thompson J.,Michelsen A.,Thompson J.,1.67,2.2,0,0.45714465,Michelsen A.,0.5428554,False,1,-1.0,0.20000000000000018,0,0.0,1.6899999999999995
2025-01-02,Djokovic N.,Monfils G.,Djokovic N.,1.06,10.0,1,0.7099074,Djokovic N.,0.7099074,True,1,0.06000000000000005,0.26000000000000023,1,0.06000000000000005,1.7499999999999996
2025-01-02,Borges N.,Munar J.,Munar J.,1.53,2.5,0,0.4772525,Munar J.,0.5227475,True,1,1.5,1.7600000000000002,0,0.0,1.7499999999999996
2025-01-02,Musetti L.,Diallo G.,Musetti L.,1.62,2.3,1,0.86715376,Musetti L.,0.86715376,True,1,0.6200000000000001,2.3800000000000003,1,0.6200000000000001,2.3699999999999997
2025-01-02,Opelka R.,Arnaldi M.,Opelka R.,2.5,1.53,0,0.14992914,Arnaldi M.,0.85007083,False,1,-1.0,1.3800000000000003,1,-1.0,1.3699999999999997
2025-01-02,Martinez P.,Shang J.,Shang J.,3.5,1.3,0,0.35813996,Shang J.,0.64186,True,1,0.30000000000000004,1.6800000000000004,0,0.0,1.3699999999999997
2025-01-02,Marozsan F.,Rublev A.,Marozsan F.,4.0,1.25,1,0.52137053,Marozsan F.,0.52137053,True,1,3.0,4.680000000000001,0,0.0,1.3699999999999997
2025-01-02,Monfils G.,Djokovic N.,Djokovic N.,10.0,1.06,0,0.43413723,Djokovic N.,0.5658628,True,1,0.06000000000000005,4.74,0,0.0,1.3699999999999997
2025-01-02,Mensik J.,Lajovic D.,Mensik J.,1.25,4.0,0,0.4600919,Lajovic D.,0.5399081,False,1,-1.0,3.74,0,0.0,1.3699999999999997
2025-01-02,Arnaldi M.,Opelka R.,Opelka R.,1.53,2.5,1,0.6619161,Arnaldi M.,0.6619161,False,1,-1.0,2.74,1,-1.0,0.36999999999999966
2025-01-02,Rublev A.,Marozsan F.,Marozsan F.,1.25,4.0,1,0.90136826,Rublev A.,0.90136826,False,1,-1.0,1.7400000000000002,1,-1.0,-0.6300000000000003
2025-01-02,Mpetshi G.,Tiafoe F.,Mpetshi G.,2.0,1.8,1,0.5171661,Mpetshi G.,0.5171661,True,1,1.0,2.74,0,0.0,-0.6300000000000003
2025-01-02,Tiafoe F.,Mpetshi G.,Mpetshi G.,1.8,2.0,1,0.51890045,Tiafoe F.,0.51890045,False,1,-1.0,1.7400000000000002,0,0.0,-0.6300000000000003
2025-01-02,Lajovic D.,Mensik J.,Mensik J.,4.0,1.25,0,0.32631096,Mensik J.,0.673689,True,1,0.25,1.9900000000000002,1,0.25,-0.38000000000000034
2025-01-02,Shang J.,Martinez P.,Shang J.,1.3,3.5,0,0.31561643,Martinez P.,0.6843836,False,1,-1.0,0.9900000000000002,1,-1.0,-1.3800000000000003
2025-01-02,Diallo G.,Musetti L.,Musetti L.,2.3,1.62,0,0.27336845,Musetti L.,0.7266315,True,1,0.6200000000000001,1.6100000000000003,1,0.6200000000000001,-0.7600000000000002
2025-01-02,Munar J.,Borges N.,Munar J.,2.5,1.53,0,0.27268937,Borges N.,0.72731066,False,1,-1.0,0.6100000000000003,1,-1.0,-1.7600000000000002
2025-01-03,Shang J.,Marozsan F.,Shang J.,1.62,2.3,1,0.5537495,Shang J.,0.5537495,True,1,0.6200000000000001,1.2300000000000004,0,0.0,-1.7600000000000002
2025-01-03,Nishikori K.,Norrie C.,Nishikori K.,1.73,2.1,0,0.22775842,Norrie C.,0.7722416,False,1,-1.0,0.23000000000000043,1,-1.0,-2.7600000000000002
2025-01-03,Munar J.,Musetti L.,Munar J.,3.5,1.3,0,0.35405967,Musetti L.,0.6459403,False,1,-1.0,-0.7699999999999996,0,0.0,-2.7600000000000002
2025-01-03,Fils A.,Muller A.,Muller A.,1.25,4.0,0,0.45808038,Muller A.,0.5419196,True,1,3.0,2.2300000000000004,0,0.0,-2.7600000000000002
2025-01-03,Jarry N.,Lehecka J.,Lehecka J.,3.2,1.36,0,0.4267818,Lehecka J.,0.5732182,True,1,0.3600000000000001,2.5900000000000007,0,0.0,-2.7600000000000002
2025-01-03,Mpetshi G.,Mensik J.,Mpetshi G.,1.73,2.1,1,0.5177551,Mpetshi G.,0.5177551,True,1,0.73,3.3200000000000007,0,0.0,-2.7600000000000002
2025-01-03,Djokovic N.,Opelka R.,Opelka R.,1.05,11.0,1,0.768535,Djokovic N.,0.768535,False,1,-1.0,2.3200000000000007,1,-1.0,-3.7600000000000002
2025-01-03,Marozsan F.,Shang J.,Shang J.,2.3,1.62,0,0.259231,Shang J.,0.740769,True,1,0.6200000000000001,2.940000000000001,1,0.6200000000000001,-3.14
2025-01-03,Norrie C.,Nishikori K.,Nishikori K.,2.1,1.73,0,0.38861552,Nishikori K.,0.6113845,True,1,0.73,3.670000000000001,0,0.0,-3.14
2025-01-03,Musetti L.,Munar J.,Munar J.,1.3,3.5,0,0.48486373,Munar J.,0.51513624,True,1,2.5,6.170000000000001,0,0.0,-3.14
2025-01-03,Muller A.,Fils A.,Muller A.,4.0,1.25,0,0.36162075,Fils A.,0.6383792,False,1,-1.0,5.170000000000001,0,0.0,-3.14
2025-01-03,Lehecka J.,Jarry N.,Lehecka J.,1.36,3.2,0,0.41049853,Jarry N.,0.5895015,False,1,-1.0,4.170000000000001,0,0.0,-3.14
2025-01-03,Mensik J.,Mpetshi G.,Mpetshi G.,2.1,1.73,0,0.4105162,Mpetshi G.,0.5894838,True,1,0.73,4.9,0,0.0,-3.14
2025-01-03,Opelka R.,Djokovic N.,Opelka R.,11.0,1.05,0,0.29178485,Djokovic N.,0.7082151,False,1,-1.0,3.9000000000000004,1,-1.0,-4.140000000000001
2025-01-04,Muller A.,Munar J.,Muller A.,2.0,1.8,0,0.41750827,Munar J.,0.58249176,False,1,-1.0,2.9000000000000004,0,0.0,-4.140000000000001
2025-01-04,Mpetshi G.,Opelka R.,Opelka R.,1.67,2.2,1,0.5719452,Mpetshi G.,0.5719452,False,1,-1.0,1.9000000000000004,0,0.0,-4.140000000000001
2025-01-04,Opelka R.,Mpetshi G.,Opelka R.,2.2,1.67,0,0.39217904,Mpetshi G.,0.607821,False,1,-1.0,0.9000000000000004,0,0.0,-4.140000000000001
2025-01-04,Munar J.,Muller A.,Muller A.,1.8,2.0,0,0.4497019,Muller A.,0.5502981,True,1,1.0,1.9000000000000004,0,0.0,-4.140000000000001
2025-01-05,Darderi L.,Borges N.,Borges N.,3.2,1.36,0,0.33788034,Borges N.,0.6621196,True,1,0.3600000000000001,2.2600000000000007,1,0.3600000000000001,-3.7800000000000002
2025-01-05,Borges N.,Darderi L.,Borges N.,1.36,3.2,1,0.8405573,Borges N.,0.8405573,True,1,0.3600000000000001,2.620000000000001,1,0.3600000000000001,-3.42
2025-01-05,Nishikori K.,Muller A.,Muller A.,1.3,3.5,1,0.50180286,Nishikori K.,0.50180286,False,1,-1.0,1.620000000000001,0,0.0,-3.42
2025-01-05,Muller A.,Nishikori K.,Muller A.,3.5,1.3,0,0.42547858,Nishikori K.,0.5745214,False,1,-1.0,0.620000000000001,0,0.0,-3.42
2025-01-06,O Connell C.,Rinderknech A.,O Connell C.,1.62,2.3,0,0.48522565,Rinderknech A.,0.5147743,False,1,-1.0,-0.379999999999999,0,0.0,-3.42
2025-01-06,Bautista Agut R.,Davidovich Fokina A.,Davidovich Fokina A.,2.1,1.73,0,0.45848393,Davidovich Fokina A.,0.54151607,True,1,0.73,0.350000000000001,0,0.0,-3.42
2025-01-06,Shapovalov D.,Zhang Zh.,Shapovalov D.,1.62,2.3,1,0.693514,Shapovalov D.,0.693514,True,1,0.6200000000000001,0.9700000000000011,1,0.6200000000000001,-2.8
2025-01-06,Diaz Acosta F.,Norrie C.,Diaz Acosta F.,4.5,1.2,0,0.47038907,Norrie C.,0.52961093,False,1,-1.0,-0.029999999999998916,0,0.0,-2.8
2025-01-06,Altmaier D.,Carballes Baena R.,Carballes Baena R.,3.5,1.3,0,0.2722873,Carballes Baena R.,0.7277127,True,1,0.30000000000000004,0.27000000000000113,1,0.30000000000000004,-2.5
2025-01-06,Bergs Z.,Becroft I.,Bergs Z.,1.03,17.0,1,0.9639687,Bergs Z.,0.9639687,True,1,0.030000000000000027,0.30000000000000115,1,0.030000000000000027,-2.4699999999999998
2025-01-06,Nagal S.,Michelsen A.,Michelsen A.,5.0,1.17,0,0.28097552,Michelsen A.,0.7190245,True,1,0.16999999999999993,0.4700000000000011,1,0.16999999999999993,-2.3
2025-01-06,Navone M.,Mannarino A.,Navone M.,2.63,1.5,1,0.69715816,Navone M.,0.69715816,True,1,1.63,2.100000000000001,1,1.63,-0.6699999999999999
2025-01-06,Diallo G.,Sonego L.,Sonego L.,1.8,2.0,0,0.4327707,Sonego L.,0.5672293,True,1,1.0,3.100000000000001,0,0.0,-0.6699999999999999
2025-01-06,Nishioka Y.,Kokkinakis T.,Kokkinakis T.,2.38,1.57,1,0.7906986,Nishioka Y.,0.7906986,False,1,-1.0,2.100000000000001,1,-1.0,-1.67
2025-01-06,Sonego L.,Diallo G.,Sonego L.,2.0,1.8,1,0.5716874,Sonego L.,0.5716874,True,1,1.0,3.100000000000001,0,0.0,-1.67
2025-01-06,Mannarino A.,Navone M.,Navone M.,1.5,2.63,0,0.2737451,Navone M.,0.72625494,True,1,1.63,4.73,1,1.63,-0.040000000000000036
2025-01-06,Becroft I.,Bergs Z.,Bergs Z.,17.0,1.03,0,0.107661285,Bergs Z.,0.8923387,True,1,0.030000000000000027,4.760000000000001,1,0.030000000000000027,-0.010000000000000009
2025-01-06,Carballes Baena R.,Altmaier D.,Carballes Baena R.,1.3,3.5,1,0.6925552,Carballes Baena R.,0.6925552,True,1,0.30000000000000004,5.0600000000000005,1,0.30000000000000004,0.29000000000000004
2025-01-06,Norrie C.,Diaz Acosta F.,Diaz Acosta F.,1.2,4.5,1,0.7378702,Norrie C.,0.7378702,False,1,-1.0,4.0600000000000005,1,-1.0,-0.71
2025-01-06,Zhang Zh.,Shapovalov D.,Shapovalov D.,2.3,1.62,0,0.49402723,Shapovalov D.,0.50597274,True,1,0.6200000000000001,4.680000000000001,0,0.0,-0.71
2025-01-06,Davidovich Fokina A.,Bautista Agut R.,Davidovich Fokina A.,1.73,2.1,1,0.6970874,Davidovich Fokina A.,0.6970874,True,1,0.73,5.41,1,0.73,0.020000000000000018
2025-01-06,Rinderknech A.,O Connell C.,O Connell C.,2.3,1.62,1,0.6498911,Rinderknech A.,0.6498911,False,1,-1.0,4.41,0,0.0,0.020000000000000018
2025-01-06,Kokkinakis T.,Nishioka Y.,Kokkinakis T.,1.57,2.38,0,0.28763622,Nishioka Y.,0.7123638,False,1,-1.0,3.41,1,-1.0,-0.98
2025-01-06,Michelsen A.,Nagal S.,Michelsen A.,1.17,5.0,1,0.7867296,Michelsen A.,0.7867296,True,1,0.16999999999999993,3.58,1,0.16999999999999993,-0.81
2025-01-07,Martinez P.,Monfils G.,Monfils G.,4.0,1.25,1,0.6045009,Martinez P.,0.6045009,False,1,-1.0,2.58,0,0.0,-0.81
2025-01-07,Giron M.,Vukic A.,Giron M.,2.0,1.8,0,0.41784102,Vukic A.,0.582159,False,1,-1.0,1.58,0,0.0,-0.81
2025-01-07,Cazaux A.,Walton A.,Cazaux A.,1.57,2.38,1,0.61175156,Cazaux A.,0.61175156,True,1,0.5700000000000001,2.1500000000000004,0,0.0,-0.81
2025-01-07,Safiullin R.,Guinard M.,Guinard M.,1.17,5.0,1,0.7098674,Safiullin R.,0.7098674,False,1,-1.0,1.1500000000000004,1,-1.0,-1.81
2025-01-07,Bublik A.,Kecmanovic M.,Kecmanovic M.,2.3,1.62,0,0.42981878,Kecmanovic M.,0.57018125,True,1,0.6200000000000001,1.7700000000000005,0,0.0,-1.81
2025-01-07,Struff J.L.,Bu Y.,Struff J.L.,1.8,2.0,0,0.46644068,Bu Y.,0.5335593,False,1,-1.0,0.7700000000000005,0,0.0,-1.81
2025-01-07,Tu L.,Duckworth J.,Tu L.,2.2,1.67,0,0.38361973,Duckworth J.,0.6163803,False,1,-1.0,-0.22999999999999954,0,0.0,-1.81
2025-01-07,Comesana F.,Basavareddy N.,Basavareddy N.,4.33,1.22,0,0.42122748,Basavareddy N.,0.57877254,True,1,0.21999999999999997,-0.009999999999999565,0,0.0,-1.81
2025-01-07,Walton A.,Cazaux A.,Cazaux A.,2.38,1.57,0,0.4536008,Cazaux A.,0.54639924,True,1,0.5700000000000001,0.5600000000000005,0,0.0,-1.81
2025-01-07,Tabilo A.,Basavareddy N.,Basavareddy N.,2.0,1.8,1,0.73062104,Tabilo A.,0.73062104,False,1,-1.0,-0.4399999999999995,1,-1.0,-2.81
2025-01-07,Guinard M.,Safiullin R.,Guinard M.,5.0,1.17,0,0.22320113,Safiullin R.,0.77679884,False,1,-1.0,-1.4399999999999995,1,-1.0,-3.81
2025-01-07,Kecmanovic M.,Bublik A.,Kecmanovic M.,1.62,2.3,1,0.7564329,Kecmanovic M.,0.7564329,True,1,0.6200000000000001,-0.8199999999999994,1,0.6200000000000001,-3.19
2025-01-07,Hijikata R.,Goffin D.,Hijikata R.,2.3,1.62,0,0.4690907,Goffin D.,0.5309093,False,1,-1.0,-1.8199999999999994,0,0.0,-3.19
2025-01-07,Nakashima B.,Hanfmann Y.,Nakashima B.,1.3,3.5,1,0.66443074,Nakashima B.,0.66443074,True,1,0.30000000000000004,-1.5199999999999994,1,0.30000000000000004,-2.8899999999999997
2025-01-07,Goffin D.,Hijikata R.,Hijikata R.,1.62,2.3,1,0.6549304,Goffin D.,0.6549304,False,1,-1.0,-2.5199999999999996,1,-1.0,-3.8899999999999997
2025-01-07,Etcheverry T.,Schoolkate T.,Etcheverry T.,1.3,3.5,1,0.61779904,Etcheverry T.,0.61779904,True,1,0.30000000000000004,-2.2199999999999998,0,0.0,-3.8899999999999997
2025-01-07,Bergs Z.,Nardi L.,Bergs Z.,1.62,2.3,1,0.72597903,Bergs Z.,0.72597903,True,1,0.6200000000000001,-1.5999999999999996,1,0.6200000000000001,-3.2699999999999996
2025-01-07,Mensik J.,Carreno Busta P.,Mensik J.,1.25,4.0,1,0.79483324,Mensik J.,0.79483324,True,1,0.25,-1.3499999999999996,1,0.25,-3.0199999999999996
2025-01-07,Schoolkate T.,Etcheverry T.,Etcheverry T.,3.5,1.3,0,0.26529282,Etcheverry T.,0.7347072,True,1,0.30000000000000004,-1.0499999999999996,1,0.30000000000000004,-2.7199999999999998
2025-01-07,Hanfmann Y.,Nakashima B.,Nakashima B.,3.5,1.3,0,0.41213688,Nakashima B.,0.5878631,True,1,0.30000000000000004,-0.7499999999999996,0,0.0,-2.7199999999999998
